Name,City,Income,Credit Score,Loan Amount,Years Employed,Loan Approved,Income to Loan Ratio,Credit Band,Employment Band,Income Band ,Approval Flag,Risk Indicator 
Jeremy Cobb,Ashleyton,73687,443,10700,33,No,7,Poor,10+ Years,60k–79k,0,Medium
Daniel Wood,Jenniferport,72081,462,38200,40,No,2,Poor,10+ Years,60k–79k,0,Medium
Micheal Nunez,Lake Linda,117835,431,10602,38,Yes,11,Poor,10+ Years,100k+,1,Medium
James Walsh,Port Jasonport,43710,451,39288,0,No,1,Poor,0–2 Years,40k–59k,0,Medium
Nathan Mcgee,Woodsburgh,142424,652,43195,9,Yes,3,Fair,6–10 Years,100k+,1,Medium
Kathryn Mills,Grimesfort,51079,473,35421,30,No,1,Poor,10+ Years,40k–59k,0,Medium
Steven Smith,West Jeffreyborough,73228,529,10836,17,No,7,Poor,10+ Years,60k–79k,0,Medium
Monica Wilson,West Victor,83955,312,49906,33,No,2,Poor,10+ Years,80k–99k,0,Medium
Natalie Cox,South Conniemouth,120921,819,5403,17,Yes,22,Excellent,10+ Years,100k+,1,Low
Kimberly Figueroa,Port Brianshire,94942,835,17251,15,Yes,6,Excellent,10+ Years,80k–99k,1,Low
Patrick Norris,East Hannah,67777,767,12628,2,Yes,5,Excellent,0–2 Years,60k–79k,1,Low
Deborah Ramirez,Lake Mariah,116846,365,9686,33,Yes,12,Poor,10+ Years,100k+,1,Medium
Daniel Sanchez,Marshallside,82488,352,21896,40,No,4,Poor,10+ Years,80k–99k,0,Medium
John Ramos,Gonzalezside,136635,520,40209,31,No,3,Poor,10+ Years,100k+,0,Medium
Adam Jordan,Lake Oliviaborough,129680,767,1032,16,Yes,126,Excellent,10+ Years,100k+,1,Low
Lindsay Vasquez,West William,102102,826,19596,19,Yes,5,Excellent,10+ Years,100k+,1,Low
Joseph Peterson,Connieville,34809,486,32954,0,No,1,Poor,0–2 Years,<40k,0,Medium
William Ruiz,East Cameron,89614,742,45104,19,Yes,2,Good,10+ Years,80k–99k,1,Low
Scott Peterson,East Kimberly,41542,537,14973,19,No,3,Poor,10+ Years,40k–59k,0,Medium
Erica Moreno,Lake Kevinborough,71224,458,22218,10,No,3,Poor,6–10 Years,60k–79k,0,Medium
James Jackson,New Elaine,63082,633,34847,30,No,2,Fair,10+ Years,60k–79k,0,Medium
Rachel Chan,Jeremyview,72372,783,20897,23,Yes,3,Excellent,10+ Years,60k–79k,1,Low
Gene Gomez,Shannonchester,45194,702,28336,0,No,2,Good,0–2 Years,40k–59k,0,Low
Jennifer Schmitt,Debbieberg,131259,767,18970,1,Yes,7,Excellent,0–2 Years,100k+,1,Low
Christina Bates,Kennethstad,82976,324,22092,27,No,4,Poor,10+ Years,80k–99k,0,Medium
Erika Castro,Port Jason,143365,815,29842,17,Yes,5,Excellent,10+ Years,100k+,1,Low
David Nguyen,Davidshire,97449,781,4014,24,Yes,24,Excellent,10+ Years,80k–99k,1,Low
Susan Tucker,Valerieshire,138124,684,4887,6,Yes,28,Fair,6–10 Years,100k+,1,Medium
Grant Medina,Mcleanville,30150,783,9800,4,No,3,Excellent,3–5 Years,<40k,0,Low
Reginald Gutierrez,Port Edward,116200,606,38623,12,Yes,3,Fair,10+ Years,100k+,1,Medium
Jessica Murphy,Angelaport,143949,322,10205,4,No,14,Poor,3–5 Years,100k+,0,Medium
Melissa Stevenson,Rebeccamouth,101118,519,13067,20,No,8,Poor,10+ Years,100k+,0,Medium
Joel Cook,Jonathantown,90552,443,8811,26,No,10,Poor,10+ Years,80k–99k,0,Medium
Robert Yates,New Nathanielshire,84165,747,3102,32,Yes,27,Good,10+ Years,80k–99k,1,Low
Erin Ryan,Baileyland,37104,377,38047,5,No,1,Poor,3–5 Years,<40k,0,Medium
Phyllis Schmidt,New Sandraborough,54586,374,45823,27,No,1,Poor,10+ Years,40k–59k,0,Medium
Julie Preston,Lake Mark,97952,486,43456,36,No,2,Poor,10+ Years,80k–99k,0,Medium
Joseph Schwartz,Prestonfurt,77419,600,1416,39,Yes,55,Fair,10+ Years,60k–79k,1,Medium
Alicia Perez,Hernandezbury,111609,634,35889,29,Yes,3,Fair,10+ Years,100k+,1,Medium
Christina Underwood,Patriciashire,129148,456,13376,9,No,10,Poor,6–10 Years,100k+,0,Medium
Christopher Johnson,Port Davidstad,95338,370,22460,20,No,4,Poor,10+ Years,80k–99k,0,Medium
William Hall,Port Michael,111973,440,29812,7,No,4,Poor,6–10 Years,100k+,0,Medium
Jaime Wallace,South Brandon,87939,749,27160,12,Yes,3,Good,10+ Years,80k–99k,1,Low
James Olsen,East Williamshire,129613,828,8975,10,Yes,14,Excellent,6–10 Years,100k+,1,Low
Barbara Burns,Karamouth,36764,725,13516,13,No,3,Good,10+ Years,<40k,0,Low
Dr. Heather Scott,South Allenfurt,56680,730,27234,6,No,2,Good,6–10 Years,40k–59k,0,Low
Tracy Copeland,Bautistaport,65003,534,46954,5,No,1,Poor,3–5 Years,60k–79k,0,Medium
Rhonda Liu,West Jessicamouth,101987,346,10223,15,No,10,Poor,10+ Years,100k+,0,Medium
Adam Stone,Lake Terry,47172,339,5009,38,No,9,Poor,10+ Years,40k–59k,0,Medium
Sharon Guerrero,Christinaburgh,67752,729,12299,11,Yes,6,Good,10+ Years,60k–79k,1,Low
Traci Harmon,West Natasha,87424,412,11641,1,No,8,Poor,0–2 Years,80k–99k,0,Medium
Mr. Mario Stout III,Anthonytown,145454,639,2867,30,Yes,51,Fair,10+ Years,100k+,1,Medium
Shane Mcintyre,New Nicholashaven,121521,473,11365,6,No,11,Poor,6–10 Years,100k+,0,Medium
Steven Davis,North Tanyamouth,93532,725,36174,28,Yes,3,Good,10+ Years,80k–99k,1,Low
Larry Walsh,Thomasview,45915,431,22160,34,No,2,Poor,10+ Years,40k–59k,0,Medium
Louis Moran,Vasquezshire,33783,500,9246,14,No,4,Poor,10+ Years,<40k,0,Medium
Renee Thomas,Lake Codyfurt,112578,589,41305,6,Yes,3,Poor,6–10 Years,100k+,1,Medium
David Blair,Markmouth,109806,832,34875,36,Yes,3,Excellent,10+ Years,100k+,1,Low
Debra Lam MD,Donnashire,134767,335,26233,40,No,5,Poor,10+ Years,100k+,0,Medium
Craig White,Lake Austin,61365,543,11609,25,No,5,Poor,10+ Years,60k–79k,0,Medium
Kenneth Webb,Jacobshire,123032,715,30629,13,Yes,4,Good,10+ Years,100k+,1,Low
Dennis Gonzales,Dianahaven,50758,645,23102,11,No,2,Fair,10+ Years,40k–59k,0,Medium
Mary Barnett,Kathrynview,70730,364,24948,27,No,3,Poor,10+ Years,60k–79k,0,Medium
Traci Martinez,South Maria,102199,423,37075,18,No,3,Poor,10+ Years,100k+,0,Medium
Gregory Chavez,Port Teresaburgh,31792,707,34482,12,No,1,Good,10+ Years,<40k,0,Medium
Michael Parsons,Lake Julie,102384,838,40382,9,Yes,3,Excellent,6–10 Years,100k+,1,Low
Kerry Williams,Amberhaven,83476,470,25541,10,No,3,Poor,6–10 Years,80k–99k,0,Medium
Christopher Walters,Port Sarah,42217,455,36443,39,No,1,Poor,10+ Years,40k–59k,0,Medium
Dale Williams,Phillipshaven,59451,731,32230,29,Yes,2,Good,10+ Years,40k–59k,1,Low
Nathan Evans,West Jeanetteport,140284,513,49068,39,No,3,Poor,10+ Years,100k+,0,Medium
Andrea Fischer,East Timothy,149659,464,16890,25,No,9,Poor,10+ Years,100k+,0,Medium
Maria Myers,East Mary,44871,372,15831,17,No,3,Poor,10+ Years,40k–59k,0,Medium
James Barber,East Scott,90482,582,22461,0,No,4,Poor,0–2 Years,80k–99k,0,Medium
Kelly Warren,Hallmouth,45396,605,9183,34,No,5,Fair,10+ Years,40k–59k,0,Medium
Jordan Jones,Nancyton,114896,690,17741,7,Yes,6,Fair,6–10 Years,100k+,1,Medium
Jessica Jackson,Blakebury,139070,835,7753,5,Yes,18,Excellent,3–5 Years,100k+,1,Low
Miss Linda Cox DVM,Copelandchester,50181,731,4712,40,Yes,11,Good,10+ Years,40k–59k,1,Low
Randy Kirby,Rebeccahaven,95323,636,28501,16,Yes,3,Fair,10+ Years,80k–99k,1,Medium
Mrs. Ashley Shaffer,New Troy,123926,744,44622,17,Yes,3,Good,10+ Years,100k+,1,Low
Richard Erickson,Obrienfurt,68254,343,40430,6,No,2,Poor,6–10 Years,60k–79k,0,Medium
Rebecca Finley,North Tammybury,96698,669,39018,38,No,2,Fair,10+ Years,80k–99k,0,Medium
James Garner,Deborahmouth,122459,771,38574,33,Yes,3,Excellent,10+ Years,100k+,1,Low
James Trujillo,Caldwelltown,65838,521,38154,11,No,2,Poor,10+ Years,60k–79k,0,Medium
Tracy Garcia,Phammouth,84459,559,24500,22,No,3,Poor,10+ Years,80k–99k,0,Medium
Vincent Hill,West Stephenview,139408,464,14721,35,No,9,Poor,10+ Years,100k+,0,Medium
Kimberly Morris,Mullinsburgh,93242,811,6824,21,Yes,14,Excellent,10+ Years,80k–99k,1,Low
Joshua Trujillo,West Maria,91894,403,48313,5,No,2,Poor,3–5 Years,80k–99k,0,Medium
Emily Crawford,Port Patrick,61946,571,47359,31,No,1,Poor,10+ Years,60k–79k,0,Medium
Robert Huang,East Marcus,89871,414,13438,37,No,7,Poor,10+ Years,80k–99k,0,Medium
Jonathan May,Katherineside,102255,482,27081,39,No,4,Poor,10+ Years,100k+,0,Medium
Christina Davis,Phelpsberg,48958,648,35919,22,No,1,Fair,10+ Years,40k–59k,0,Medium
Thomas Garcia,Christinaland,80277,631,15734,28,Yes,5,Fair,10+ Years,80k–99k,1,Medium
Danielle Moore,Anthonybury,54983,524,17079,14,No,3,Poor,10+ Years,40k–59k,0,Medium
Robert Thomas,Johntown,108561,794,29767,26,Yes,4,Excellent,10+ Years,100k+,1,Low
Yvette Lee,Port April,96616,709,42107,36,Yes,2,Good,10+ Years,80k–99k,1,Low
Veronica Francis,Lindaview,127818,741,25263,23,Yes,5,Good,10+ Years,100k+,1,Low
Taylor Flores,Chaseberg,145255,629,47034,15,Yes,3,Fair,10+ Years,100k+,1,Medium
Lauren Davis,Nicholsville,47892,533,48192,22,No,1,Poor,10+ Years,40k–59k,0,Medium
Maria Spencer,South Joseph,143249,354,31162,39,No,5,Poor,10+ Years,100k+,0,Medium
Kevin Brown,North Ann,39150,358,23780,30,No,2,Poor,10+ Years,<40k,0,Medium
Brittany Fleming,Lake Joshuaview,66208,328,47767,38,No,1,Poor,10+ Years,60k–79k,0,Medium
Michael Bender DVM,Lake Shannon,131276,611,22661,14,Yes,6,Fair,10+ Years,100k+,1,Medium
Sherri Shah,Port Amber,133547,622,1444,39,Yes,92,Fair,10+ Years,100k+,1,Medium
Paul Matthews,New Brycechester,141989,465,49008,12,No,3,Poor,10+ Years,100k+,0,Medium
Kyle Blake,Port Howard,84387,806,48753,7,Yes,2,Excellent,6–10 Years,80k–99k,1,Low
Brandon Powell,Ballardfurt,74548,785,10077,21,Yes,7,Excellent,10+ Years,60k–79k,1,Low
Eric Thompson,Kochfort,133247,392,13095,16,Yes,10,Poor,10+ Years,100k+,1,Medium
Darrell Duke,West Shannonville,96550,836,17893,1,Yes,5,Excellent,0–2 Years,80k–99k,1,Low
Amy Hawkins,Codytown,65018,841,1824,0,Yes,36,Excellent,0–2 Years,60k–79k,1,Low
Eric Marsh,Micheleburgh,137551,493,42712,39,No,3,Poor,10+ Years,100k+,0,Medium
Mr. William Davis DDS,New Neil,30336,481,29881,11,No,1,Poor,10+ Years,<40k,0,Medium
Robin Wallace,New Pamelaville,67072,619,20099,6,No,3,Fair,6–10 Years,60k–79k,0,Medium
Christopher Stone,South Jamesberg,125164,645,30797,35,Yes,4,Fair,10+ Years,100k+,1,Medium
Rachel Raymond,West Johnberg,69132,545,33162,12,No,2,Poor,10+ Years,60k–79k,0,Medium
Amanda Brown,Cochranshire,139769,401,35068,5,No,4,Poor,3–5 Years,100k+,0,Medium
Erica Rose,Shermanborough,106931,589,21992,8,Yes,5,Poor,6–10 Years,100k+,1,Medium
Craig Raymond,Powellfurt,106011,384,33143,1,No,3,Poor,0–2 Years,100k+,0,Medium
Frank Webb MD,Gayport,116499,356,35573,2,No,3,Poor,0–2 Years,100k+,0,Medium
Brandon Mcclain,Lake Lee,94178,349,36015,1,No,3,Poor,0–2 Years,80k–99k,0,Medium
Eric Lopez,Port Marciachester,143411,820,35339,11,Yes,4,Excellent,10+ Years,100k+,1,Low
Melanie Williams,North Stephen,49476,490,15520,20,No,3,Poor,10+ Years,40k–59k,0,Medium
Dalton Clark,North Sandraborough,88529,419,20034,0,No,4,Poor,0–2 Years,80k–99k,0,Medium
Mary Herman,Traceyfurt,100592,533,25365,25,No,4,Poor,10+ Years,100k+,0,Medium
Charles Sanchez,Nicolechester,93483,617,14426,17,Yes,6,Fair,10+ Years,80k–99k,1,Medium
Adam Colon,Ramirezborough,75236,799,17608,38,Yes,4,Excellent,10+ Years,60k–79k,1,Low
Michael Williams,Andersonbury,73573,372,42785,7,No,2,Poor,6–10 Years,60k–79k,0,Medium
Steven Freeman,New Mark,102340,562,45623,25,No,2,Poor,10+ Years,100k+,0,Medium
Dustin Foley,Danielville,129991,704,14246,5,Yes,9,Good,3–5 Years,100k+,1,Low
Kathleen Martinez,South Timothyville,101228,534,3492,24,Yes,29,Poor,10+ Years,100k+,1,Medium
Phillip Drake,South Christina,79441,748,49388,9,Yes,2,Good,6–10 Years,60k–79k,1,Low
Randy Bates,Port Jason,89682,625,3867,36,Yes,23,Fair,10+ Years,80k–99k,1,Medium
Christian Villarreal,Sandrastad,72176,773,14149,3,Yes,5,Excellent,3–5 Years,60k–79k,1,Low
Christian Carter,East Jackborough,143980,643,44123,28,Yes,3,Fair,10+ Years,100k+,1,Medium
Jeremiah Bridges,Angelaberg,54727,625,4716,7,Yes,12,Fair,6–10 Years,40k–59k,1,Medium
Jennifer Ferguson,Lake Sarah,121422,679,3518,9,Yes,35,Fair,6–10 Years,100k+,1,Medium
Melinda Smith,New Brianfurt,61300,422,15714,40,No,4,Poor,10+ Years,60k–79k,0,Medium
Joshua Smith,Pinedafurt,104946,589,45932,39,Yes,2,Poor,10+ Years,100k+,1,Medium
Thomas Young,Salazarstad,80196,765,32400,9,Yes,2,Excellent,6–10 Years,80k–99k,1,Low
Shawn Walker,Danaburgh,60613,697,17856,10,Yes,3,Fair,6–10 Years,60k–79k,1,Medium
Alex Trujillo,North Steve,142199,532,27360,8,No,5,Poor,6–10 Years,100k+,0,Medium
Heather Mcmahon,Stephensonmouth,131652,763,30090,24,Yes,4,Excellent,10+ Years,100k+,1,Low
George Ortega,Lake Alyssa,83841,551,15218,12,No,6,Poor,10+ Years,80k–99k,0,Medium
Tiffany Daniel,Rachelside,35720,718,25563,19,No,1,Good,10+ Years,<40k,0,Medium
Charles Rodriguez,Evanschester,71704,352,14068,13,No,5,Poor,10+ Years,60k–79k,0,Medium
Steve Keller,Whitemouth,127609,324,46479,13,No,3,Poor,10+ Years,100k+,0,Medium
Michael Nelson,Lake Richard,91993,502,10875,26,No,8,Poor,10+ Years,80k–99k,0,Medium
David Rodgers,Stewarthaven,122435,336,45314,6,No,3,Poor,6–10 Years,100k+,0,Medium
Angelica Smith,West Melissamouth,149725,665,14304,9,Yes,10,Fair,6–10 Years,100k+,1,Medium
Elizabeth Jones,Brandymouth,136352,786,23191,11,Yes,6,Excellent,10+ Years,100k+,1,Low
Brian Hoffman,East Robert,79968,845,41520,26,Yes,2,Excellent,10+ Years,60k–79k,1,Low
Juan Harrison,Hannahbury,80604,416,44507,9,No,2,Poor,6–10 Years,80k–99k,0,Medium
Anne Williams,Kennedyfort,116991,474,2307,37,Yes,51,Poor,10+ Years,100k+,1,Medium
Sabrina Galvan,South Patricia,133860,803,45024,36,Yes,3,Excellent,10+ Years,100k+,1,Low
Gerald Miller,Caseyberg,137577,607,45392,25,Yes,3,Fair,10+ Years,100k+,1,Medium
Ashley Donovan,Lake Malik,115461,385,24246,38,No,5,Poor,10+ Years,100k+,0,Medium
Mrs. Lisa Garza,West Melissa,49936,496,34647,17,No,1,Poor,10+ Years,40k–59k,0,Medium
Dr. Allison Flores,North Debra,94923,613,18243,28,Yes,5,Fair,10+ Years,80k–99k,1,Medium
Gail Nelson DVM,Hopkinsmouth,34852,332,9562,39,No,4,Poor,10+ Years,<40k,0,Medium
Kenneth Turner,South Norman,46547,336,46566,17,No,1,Poor,10+ Years,40k–59k,0,Medium
Gabriela Pratt,Russellmouth,95836,435,23691,16,No,4,Poor,10+ Years,80k–99k,0,Medium
Katherine Adams,Sellersland,107356,626,34344,7,Yes,3,Fair,6–10 Years,100k+,1,Medium
Carl Gill,North Gregory,73515,366,11092,36,No,7,Poor,10+ Years,60k–79k,0,Medium
Peggy Shields,Lake Alexandermouth,143993,372,11239,37,Yes,13,Poor,10+ Years,100k+,1,Medium
Shelby Murray,Kristiville,43154,424,4680,8,No,9,Poor,6–10 Years,40k–59k,0,Medium
Paul Miller,Lake Stephanietown,144581,743,45931,14,Yes,3,Good,10+ Years,100k+,1,Low
Mitchell Hughes,South Lisa,140761,807,40679,11,Yes,3,Excellent,10+ Years,100k+,1,Low
Nicholas Vargas,South Jacksontown,87711,381,12524,12,No,7,Poor,10+ Years,80k–99k,0,Medium
Shawn Johnston,Lake David,43069,377,13333,11,No,3,Poor,10+ Years,40k–59k,0,Medium
Nicole Perez,Reidshire,98937,603,40423,26,No,2,Fair,10+ Years,80k–99k,0,Medium
Donna Simmons,Jillhaven,149333,307,43915,16,No,3,Poor,10+ Years,100k+,0,Medium
Christopher Brown,Cooperton,89890,740,6239,28,Yes,14,Good,10+ Years,80k–99k,1,Low
Patrick Davis,Helenland,32011,568,48654,20,No,1,Poor,10+ Years,<40k,0,Medium
Patrick Castillo,Evansfort,124692,620,36777,12,Yes,3,Fair,10+ Years,100k+,1,Medium
Christopher Vazquez,Marshallmouth,48894,632,27426,29,No,2,Fair,10+ Years,40k–59k,0,Medium
Julie Hernandez,Barnestown,83736,442,21756,24,No,4,Poor,10+ Years,80k–99k,0,Medium
Lynn Ross MD,East Brittany,144154,488,15220,6,No,9,Poor,6–10 Years,100k+,0,Medium
John Nelson,North Tyler,115823,462,20891,35,No,6,Poor,10+ Years,100k+,0,Medium
Colton Lawson,Reynoldsburgh,50232,799,44633,3,Yes,1,Excellent,3–5 Years,40k–59k,1,Medium
Brian Benton,Franklinberg,39807,540,34997,31,No,1,Poor,10+ Years,<40k,0,Medium
Christopher Mccoy,Carrberg,91537,842,19474,21,Yes,5,Excellent,10+ Years,80k–99k,1,Low
Renee Shields,Annettefort,132436,364,2160,28,Yes,61,Poor,10+ Years,100k+,1,Medium
David Blackburn,Port Rachel,64737,787,19384,35,Yes,3,Excellent,10+ Years,60k–79k,1,Low
Riley Hale,West Kimberly,74375,534,47406,37,No,2,Poor,10+ Years,60k–79k,0,Medium
Robin Wright,Zamoramouth,111691,823,7264,24,Yes,15,Excellent,10+ Years,100k+,1,Low
Loretta Miller,Fordview,120794,368,30457,24,No,4,Poor,10+ Years,100k+,0,Medium
Raven Hill,West Melanie,82098,360,32047,15,No,3,Poor,10+ Years,80k–99k,0,Medium
Aaron Kelly,Hoffmanview,115175,627,32765,20,Yes,4,Fair,10+ Years,100k+,1,Medium
Kimberly Holloway,New Cassie,40527,602,49065,3,No,1,Fair,3–5 Years,40k–59k,0,Medium
Chloe Lindsey,Johnfurt,141642,733,46917,0,Yes,3,Good,0–2 Years,100k+,1,Low
Dan Phillips,Lake Dawnchester,73065,380,25158,29,No,3,Poor,10+ Years,60k–79k,0,Medium
Wendy Griffin,Petersmouth,141718,621,8061,17,Yes,18,Fair,10+ Years,100k+,1,Medium
Craig Obrien,Frankberg,118389,630,2111,7,Yes,56,Fair,6–10 Years,100k+,1,Medium
Gabriel Woods,West Marie,142635,684,37053,1,Yes,4,Fair,0–2 Years,100k+,1,Medium
Maria Foster,Christieton,99942,589,22234,36,Yes,4,Poor,10+ Years,80k–99k,1,Medium
Michelle Crawford,East Edwardhaven,79808,467,47783,15,No,2,Poor,10+ Years,60k–79k,0,Medium
Isaac Kelly,South Matthewland,71505,804,27251,34,Yes,3,Excellent,10+ Years,60k–79k,1,Low
Jason Clarke,New Mackenzie,112155,512,30392,10,No,4,Poor,6–10 Years,100k+,0,Medium
Thomas Green,North Deanna,124203,324,4439,14,Yes,28,Poor,10+ Years,100k+,1,Medium
Andrew Blake,Port Devin,146318,627,22164,24,Yes,7,Fair,10+ Years,100k+,1,Medium
Meagan Smith,Travischester,129536,369,3629,12,Yes,36,Poor,10+ Years,100k+,1,Medium
Christine Aguilar,West Jacquelineshire,93956,676,34367,10,Yes,3,Fair,6–10 Years,80k–99k,1,Medium
Christian Smith,Josephstad,144344,823,26455,10,Yes,5,Excellent,6–10 Years,100k+,1,Low
Nicole Scott,West Rachael,100912,702,8809,18,Yes,11,Good,10+ Years,100k+,1,Low
Jeremy Faulkner,Harrisville,34705,342,26392,6,No,1,Poor,6–10 Years,<40k,0,Medium
Shelly Gonzalez,Marissaborough,110931,610,24654,29,Yes,4,Fair,10+ Years,100k+,1,Medium
Mark Knight,Jaytown,38968,617,1810,13,No,22,Fair,10+ Years,<40k,0,Medium
Shannon Clark,Cortezmouth,60771,700,40440,10,Yes,2,Good,6–10 Years,60k–79k,1,Low
Karen Carlson,North Christina,112727,300,3044,39,Yes,37,Poor,10+ Years,100k+,1,Medium
Adam Hill,West Seanshire,119705,463,7372,3,No,16,Poor,3–5 Years,100k+,0,Medium
Matthew Maddox,Charleschester,67667,322,20494,2,No,3,Poor,0–2 Years,60k–79k,0,Medium
Elizabeth Baker,North Samantha,59817,331,32228,11,No,2,Poor,10+ Years,40k–59k,0,Medium
Brandon Young,Josephshire,127880,791,5147,9,Yes,25,Excellent,6–10 Years,100k+,1,Low
James Bennett,South Ryanmouth,41846,722,12470,0,No,3,Good,0–2 Years,40k–59k,0,Low
Diana Campbell,Harrisview,86881,324,44990,17,No,2,Poor,10+ Years,80k–99k,0,Medium
Chelsea Norris,Lake Bradleyshire,42903,745,37630,31,Yes,1,Good,10+ Years,40k–59k,1,Medium
Michelle Newton,Michaelstad,129663,767,31964,34,Yes,4,Excellent,10+ Years,100k+,1,Low
Matthew Watson,West Jill,113066,655,27673,11,Yes,4,Fair,10+ Years,100k+,1,Medium
Jacqueline Lucero,Dylanfort,122260,717,24614,27,Yes,5,Good,10+ Years,100k+,1,Low
David Taylor,Debbiemouth,144370,468,3802,21,Yes,38,Poor,10+ Years,100k+,1,Medium
Shannon Weber,Amberburgh,43173,442,14488,25,No,3,Poor,10+ Years,40k–59k,0,Medium
Jason Rodriguez,New Daletown,88153,560,37074,10,No,2,Poor,6–10 Years,80k–99k,0,Medium
Melinda French,Wilsonstad,51805,704,35283,25,Yes,1,Good,10+ Years,40k–59k,1,Medium
Gregory Russell,East Daniellemouth,120964,459,46478,12,No,3,Poor,10+ Years,100k+,0,Medium
Stephanie Costa,South Drewland,69251,613,16848,25,Yes,4,Fair,10+ Years,60k–79k,1,Medium
Daniel Little,North Allen,148413,602,8934,13,Yes,17,Fair,10+ Years,100k+,1,Medium
Ricardo Jones,Shaunville,33794,732,24430,25,No,1,Good,10+ Years,<40k,0,Medium
Kyle Cooper,Jaredchester,36028,789,42629,39,Yes,1,Excellent,10+ Years,<40k,1,Medium
Meghan Rowland,Florestown,72516,561,46916,30,No,2,Poor,10+ Years,60k–79k,0,Medium
Janet Ryan,South Haleystad,134352,802,2790,24,Yes,48,Excellent,10+ Years,100k+,1,Low
John Bullock,Kingland,37355,384,17081,40,No,2,Poor,10+ Years,<40k,0,Medium
Jordan Curry,New Tracey,68452,335,22159,19,No,3,Poor,10+ Years,60k–79k,0,Medium
Michele Hayes,Davisberg,76984,328,34180,28,No,2,Poor,10+ Years,60k–79k,0,Medium
Christopher Hill,Solisside,79131,349,17593,37,No,4,Poor,10+ Years,60k–79k,0,Medium
Jose Thompson,Carterburgh,86450,340,20024,38,No,4,Poor,10+ Years,80k–99k,0,Medium
Brian Moore,East Timothybury,49080,305,26382,11,No,2,Poor,10+ Years,40k–59k,0,Medium
Amanda White,Michelleshire,62007,805,15990,28,Yes,4,Excellent,10+ Years,60k–79k,1,Low
Carlos Irwin,South Tylerchester,99621,321,47426,33,No,2,Poor,10+ Years,80k–99k,0,Medium
Isabella Stephens,Wellsview,84008,746,37522,27,Yes,2,Good,10+ Years,80k–99k,1,Low
Brandon Rich,Thomashaven,104177,549,10012,7,No,10,Poor,6–10 Years,100k+,0,Medium
Brandon Lopez,South Donna,119364,682,37527,16,Yes,3,Fair,10+ Years,100k+,1,Medium
Wesley Douglas,Wilsonton,133877,537,14267,9,No,9,Poor,6–10 Years,100k+,0,Medium
Paul Myers,Briantown,53600,415,35377,17,No,2,Poor,10+ Years,40k–59k,0,Medium
Alexa Beard,West Samantha,52280,791,14995,12,Yes,3,Excellent,10+ Years,40k–59k,1,Low
Karen Lewis,South Angela,52946,372,10575,8,No,5,Poor,6–10 Years,40k–59k,0,Medium
Brianna Hodges,Palmerland,40350,468,17191,40,No,2,Poor,10+ Years,40k–59k,0,Medium
Sara Ward,Port Jose,109887,361,29303,2,No,4,Poor,0–2 Years,100k+,0,Medium
Phyllis Johnson,Peterbury,144142,430,32415,39,No,4,Poor,10+ Years,100k+,0,Medium
Katrina Russell,East Carol,80140,594,33580,4,No,2,Poor,3–5 Years,80k–99k,0,Medium
Andre Jones,Lake Patriciaberg,111226,340,25216,17,No,4,Poor,10+ Years,100k+,0,Medium
John Roman,Kevinside,119539,634,21194,30,Yes,6,Fair,10+ Years,100k+,1,Medium
Jasmin Pitts,South Matthew,61566,801,23440,34,Yes,3,Excellent,10+ Years,60k–79k,1,Low
Lynn King,Sarahport,95230,825,15931,20,Yes,6,Excellent,10+ Years,80k–99k,1,Low
Erika Allen,West Teresa,149646,496,22954,33,No,7,Poor,10+ Years,100k+,0,Medium
Diana Harper,Port Chloe,106435,442,46110,18,No,2,Poor,10+ Years,100k+,0,Medium
Michael Marquez,Jamesmouth,48758,832,12364,7,Yes,4,Excellent,6–10 Years,40k–59k,1,Low
Sherri Little,New Kristy,60433,645,12998,31,Yes,5,Fair,10+ Years,60k–79k,1,Medium
Judy Peterson,Catherineview,90443,427,25678,35,No,4,Poor,10+ Years,80k–99k,0,Medium
Mrs. Chelsea Villa,Gibsonside,113611,583,34496,36,Yes,3,Poor,10+ Years,100k+,1,Medium
Derek Jarvis,Larsonfort,63289,747,26354,20,Yes,2,Good,10+ Years,60k–79k,1,Low
Christopher Ward,North Melanieview,90236,410,36945,34,No,2,Poor,10+ Years,80k–99k,0,Medium
Richard Frost,Harrisshire,63466,361,1645,7,No,39,Poor,6–10 Years,60k–79k,0,Medium
Marcus Ramirez,Allenbury,117404,573,37216,22,No,3,Poor,10+ Years,100k+,0,Medium
Brittany Spencer,Kathrynburgh,31231,692,14313,34,No,2,Fair,10+ Years,<40k,0,Medium
Tiffany Davis,Lisaville,147821,397,17134,26,No,9,Poor,10+ Years,100k+,0,Medium
Joe Martin,East Joshua,135464,303,16648,19,No,8,Poor,10+ Years,100k+,0,Medium
Scott Atkinson,Lewisville,90981,383,27773,28,No,3,Poor,10+ Years,80k–99k,0,Medium
Patrick Cruz,Johnsonview,148123,510,45126,31,No,3,Poor,10+ Years,100k+,0,Medium
Shaun Peterson,South Williamfurt,67700,752,40751,13,Yes,2,Excellent,10+ Years,60k–79k,1,Low
Michael Burke,Jacksonfurt,118815,512,15282,20,No,8,Poor,10+ Years,100k+,0,Medium
Donald Espinoza,South Caroline,101643,780,2590,36,Yes,39,Excellent,10+ Years,100k+,1,Low
Michael Chavez,South Ashleystad,50706,690,2343,31,Yes,22,Fair,10+ Years,40k–59k,1,Medium
